github_path,raw_url,sha,local_path,filename,section,last_synced_at,sitemap_lastmod
docs/User Guide/channels/sms_mms_and_rcs/message_setup/sender_setup/10dlc/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/sms_mms_and_rcs/message_setup/sender_setup/10dlc/index.md,3797e6694f88604a2df947f4fd0d925889ad104d,braze_user_guide_md/docs/User Guide/channels/sms_mms_and_rcs/message_setup/sender_setup/10dlc/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/sms_mms_and_rcs/message_setup/sender_setup/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/sms_mms_and_rcs/message_setup/sender_setup/index.md,3f1b30ea1d726faaa8702ef3d63face26faada77,braze_user_guide_md/docs/User Guide/channels/sms_mms_and_rcs/message_setup/sender_setup/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/sms_mms_and_rcs/message_setup/sms_sending/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/sms_mms_and_rcs/message_setup/sms_sending/index.md,d8e4b2eb7edec369496483684bdd6e978c535954,braze_user_guide_md/docs/User Guide/channels/sms_mms_and_rcs/message_setup/sms_sending/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/sms_mms_and_rcs/message_setup/subscription_groups/geographic_permissions/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/sms_mms_and_rcs/message_setup/subscription_groups/geographic_permissions/index.md,19e1ce537fa8f7466d7ea05397b06e4701289127,braze_user_guide_md/docs/User Guide/channels/sms_mms_and_rcs/message_setup/subscription_groups/geographic_permissions/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-29T21:05:13+00:00
docs/User Guide/channels/sms_mms_and_rcs/message_setup/subscription_groups/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/sms_mms_and_rcs/message_setup/subscription_groups/index.md,local-prepopulated-sha,braze_user_guide_md/docs/User Guide/channels/sms_mms_and_rcs/message_setup/subscription_groups/index.md,index.md,channels,2026-06-09T16:04:04.321Z,2026-05-29T21:05:13+00:00
docs/User Guide/channels/sms_mms_and_rcs/message_setup/user_phone_numbers/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/sms_mms_and_rcs/message_setup/user_phone_numbers/index.md,8df07c1544d50a7a8937284f95c7a12cd59913bc,braze_user_guide_md/docs/User Guide/channels/sms_mms_and_rcs/message_setup/user_phone_numbers/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-19T22:59:04+00:00
docs/User Guide/channels/sms_mms_and_rcs/reporting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/sms_mms_and_rcs/reporting/index.md,7d4ef88df4583a5060a01dae6238e7cd157e772c,braze_user_guide_md/docs/User Guide/channels/sms_mms_and_rcs/reporting/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-01T19:21:55+00:00
docs/User Guide/channels/transactional_email/create_a_transactional_email/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/transactional_email/create_a_transactional_email/index.md,92d7884bb0aa958efc5c07c3714c89da3ee8532e,braze_user_guide_md/docs/User Guide/channels/transactional_email/create_a_transactional_email/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/transactional_email/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/transactional_email/index.md,94cc96562a337b519f1b325e07c1623f7b935f67,braze_user_guide_md/docs/User Guide/channels/transactional_email/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/transactional_email/tracking/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/transactional_email/tracking/index.md,22d78cc25d20b1b5db6a2ba8610984ea4de15250,braze_user_guide_md/docs/User Guide/channels/transactional_email/tracking/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/webhooks/create_a_webhook/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/webhooks/create_a_webhook/index.md,58ee885c471788cc2c514d4330e859e0450185a3,braze_user_guide_md/docs/User Guide/channels/webhooks/create_a_webhook/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-20T22:15:10+00:00
docs/User Guide/channels/webhooks/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/webhooks/index.md,9582cc705717b046ae7506f7a0ccf82143c964be,braze_user_guide_md/docs/User Guide/channels/webhooks/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-17T16:32:39+00:00
docs/User Guide/channels/webhooks/reporting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/webhooks/reporting/index.md,ca22e83c568898630a431eeb6fa716b9ca9ca2cf,braze_user_guide_md/docs/User Guide/channels/webhooks/reporting/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-01T19:21:55+00:00
docs/User Guide/channels/webhooks/use_case_create_a_braze_to_braze_webhook/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/webhooks/use_case_create_a_braze_to_braze_webhook/index.md,c51e36c32df8f754dae33a367f81765d80d593f1,braze_user_guide_md/docs/User Guide/channels/webhooks/use_case_create_a_braze_to_braze_webhook/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/whatsapp/best_practices/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/best_practices/index.md,9da280be4eef494107eee4f8c869e69cec2d3211,braze_user_guide_md/docs/User Guide/channels/whatsapp/best_practices/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/whatsapp/create_a_whatsapp_message/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/create_a_whatsapp_message/index.md,41baf0ec147891044e60aee888c2fb57c0f6a46c,braze_user_guide_md/docs/User Guide/channels/whatsapp/create_a_whatsapp_message/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-20T22:15:10+00:00
docs/User Guide/channels/whatsapp/create_a_whatsapp_message/message_and_image_formats/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/create_a_whatsapp_message/message_and_image_formats/index.md,69a85cab38453297a283f95409f97d4031932080,braze_user_guide_md/docs/User Guide/channels/whatsapp/create_a_whatsapp_message/message_and_image_formats/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-11T15:58:01+00:00
docs/User Guide/channels/whatsapp/faq/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/faq/index.md,222e33a5ba3bff11feb2b723be0d6a28485ce786,braze_user_guide_md/docs/User Guide/channels/whatsapp/faq/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-20T19:44:52+00:00
docs/User Guide/channels/whatsapp/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/index.md,f333b2c6ce53ae7e9b9c22fa83b76b9f8ddfabde,braze_user_guide_md/docs/User Guide/channels/whatsapp/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/whatsapp/message_features_and_optimization/click_tracking/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_features_and_optimization/click_tracking/index.md,ce46bd4c3e0c5247e19196a842ae8e36bf023952,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_features_and_optimization/click_tracking/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-11T19:34:44+00:00
docs/User Guide/channels/whatsapp/message_features_and_optimization/optimized_delivery/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_features_and_optimization/optimized_delivery/index.md,581346c2f68050b7b58eed702e20f838121ac63d,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_features_and_optimization/optimized_delivery/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/whatsapp/message_features_and_optimization/product_messages/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_features_and_optimization/product_messages/index.md,8932b57d363983f713a8cbb8cde4b63e5131210b,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_features_and_optimization/product_messages/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/whatsapp/message_features_and_optimization/template_builder/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_features_and_optimization/template_builder/index.md,f2fd68a6b2728c5d949b127f77a67a81dac89f24,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_features_and_optimization/template_builder/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-26T19:02:29+00:00
docs/User Guide/channels/whatsapp/message_features_and_optimization/template_builder/whatsapp_carousel_templates/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_features_and_optimization/template_builder/whatsapp_carousel_templates/index.md,28cadabf7c50b672f3cfbce57357bb3e1950ff57,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_features_and_optimization/template_builder/whatsapp_carousel_templates/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-13T20:23:32+00:00
docs/User Guide/channels/whatsapp/message_features_and_optimization/user_retargeting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_features_and_optimization/user_retargeting/index.md,245a16370b6d6f2cf6c9b19e3f84abe340a857f3,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_features_and_optimization/user_retargeting/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-07T21:10:42+00:00
docs/User Guide/channels/whatsapp/message_features_and_optimization/whatsapp_flows/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_features_and_optimization/whatsapp_flows/index.md,0f674851c24167f76b2a47e3e2ca5e4fffc3eea5,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_features_and_optimization/whatsapp_flows/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/whatsapp/message_processing/handling_unknown_phone_numbers/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_processing/handling_unknown_phone_numbers/index.md,d1c8ce034854cdda41c084bc7445594b45786ef8,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_processing/handling_unknown_phone_numbers/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/whatsapp/message_processing/messaging_users/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_processing/messaging_users/index.md,c4f0ff3315b12c74ebd3489753fc76d12440fc95,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_processing/messaging_users/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-14T18:30:28+00:00
docs/User Guide/channels/whatsapp/message_processing/opt_ins_and_opt_outs/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_processing/opt_ins_and_opt_outs/index.md,844644c50a698b931ba89b9d65e2c774b82efa4b,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_processing/opt_ins_and_opt_outs/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-04T18:35:03+00:00
docs/User Guide/channels/whatsapp/message_processing/quality_rating_and_messaging_limits/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/message_processing/quality_rating_and_messaging_limits/index.md,09217fd79f0d214bcc675724c73ed20ed9be12b5,braze_user_guide_md/docs/User Guide/channels/whatsapp/message_processing/quality_rating_and_messaging_limits/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T19:30:58+00:00
docs/User Guide/channels/whatsapp/meta_resources/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/meta_resources/index.md,00b41f65273f4d1c023847cd48df7a75445e440e,braze_user_guide_md/docs/User Guide/channels/whatsapp/meta_resources/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-05T15:31:54+00:00
docs/User Guide/channels/whatsapp/reporting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/reporting/index.md,be3552ff762af6cfb613b55e3bbc412eac86d62f,braze_user_guide_md/docs/User Guide/channels/whatsapp/reporting/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-01T19:21:55+00:00
docs/User Guide/channels/whatsapp/use_cases/ads_that_click_to_whatsapp/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/use_cases/ads_that_click_to_whatsapp/index.md,f39f56baf7af333833e3297fe7063878987d9fff,braze_user_guide_md/docs/User Guide/channels/whatsapp/use_cases/ads_that_click_to_whatsapp/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-07T15:38:23+00:00
docs/User Guide/channels/whatsapp/use_cases/whatsapp_and_external_systems/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/use_cases/whatsapp_and_external_systems/index.md,2b6b8edc6070d037b5a0856ba5b4d7bf23d11c1f,braze_user_guide_md/docs/User Guide/channels/whatsapp/use_cases/whatsapp_and_external_systems/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/byo_connector/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/byo_connector/index.md,6733cbce5d1d95bf88d2cbf4794b8e3edcfc292c,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/byo_connector/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T20:54:11+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/embedded_signup/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/embedded_signup/index.md,7992ad0a0299b408557084e8c6e87fe329df559d,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/embedded_signup/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-28T16:34:10+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/index.md,8acd7553d59136cf1fbc4fd50247043662dc6809,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/multiple_business_accounts/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/multiple_business_accounts/index.md,5c861e12a0cf7f519239c1f39f67a8664bf2cbf5,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/multiple_business_accounts/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/subscription_groups/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/subscription_groups/index.md,06b80806434d9a7827d91e3cc50c5889e44c91eb,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/subscription_groups/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-04T18:25:18+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/user_phone_numbers/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/user_phone_numbers/index.md,1f9154de2b18bfaad0f6759d1b63ab2880a4d150,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/user_phone_numbers/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T19:30:58+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/acquire_a_phone_number/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/acquire_a_phone_number/index.md,a9845b08f1ddbf118b0cfe211c1067ae772fa1e3,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/acquire_a_phone_number/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-07T15:38:23+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/migrate_a_phone_number/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/migrate_a_phone_number/index.md,86b17b2cbf03a8d5566c0e4c16d16358f9d61aa6,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/migrate_a_phone_number/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/transfer_between_workspaces/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/transfer_between_workspaces/index.md,da675b0c8469d83144a4350338e4bf19b15abeb2,braze_user_guide_md/docs/User Guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/transfer_between_workspaces/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/data/activation/attributes/array_of_objects/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/attributes/array_of_objects/index.md,f2c84261b7d6fee4cf8a4da167afdf97eadbe9e6,braze_user_guide_md/docs/User Guide/data/activation/attributes/array_of_objects/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-11T15:58:01+00:00
docs/User Guide/data/activation/attributes/custom_attributes/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/attributes/custom_attributes/index.md,local-prepopulated-sha,braze_user_guide_md/docs/User Guide/data/activation/attributes/custom_attributes/index.md,index.md,data,2026-06-09T16:04:04.321Z,2026-06-01T20:59:31+00:00
docs/User Guide/data/activation/attributes/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/attributes/index.md,71475c3f2379d0277a6df5e3ee7f659031b6fb64,braze_user_guide_md/docs/User Guide/data/activation/attributes/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-18T21:46:22+00:00
docs/User Guide/data/activation/attributes/nested_custom_attribute_support/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/attributes/nested_custom_attribute_support/index.md,8e5aa304d431e418f896cd9386314a40d58165ce,braze_user_guide_md/docs/User Guide/data/activation/attributes/nested_custom_attribute_support/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-06-01T20:59:31+00:00
docs/User Guide/data/activation/attributes/standard_attributes/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/attributes/standard_attributes/index.md,e4f504a92582232ee3ca614de96948600512f3f9,braze_user_guide_md/docs/User Guide/data/activation/attributes/standard_attributes/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-18T21:46:22+00:00
docs/User Guide/data/activation/catalogs/catalog_triggers/back_in_stock_notifications/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/catalogs/catalog_triggers/back_in_stock_notifications/index.md,e83cbf43398dbe5e2a4e9c5e8b83b8f386219541,braze_user_guide_md/docs/User Guide/data/activation/catalogs/catalog_triggers/back_in_stock_notifications/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-07T22:13:29+00:00
docs/User Guide/data/activation/catalogs/catalog_triggers/price_drop_notifications/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/catalogs/catalog_triggers/price_drop_notifications/index.md,5d9f3c8321251ee90f410ebaca5c41e3efe13dc0,braze_user_guide_md/docs/User Guide/data/activation/catalogs/catalog_triggers/price_drop_notifications/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/data/activation/catalogs/create/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/catalogs/create/index.md,6148e3faf0f0b23a560d95762cb8ac54d91e784f,braze_user_guide_md/docs/User Guide/data/activation/catalogs/create/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-22T15:26:12+00:00
docs/User Guide/data/activation/catalogs/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/catalogs/index.md,4c02c1b15e33cff52efcb48459e79e3929ae35a5,braze_user_guide_md/docs/User Guide/data/activation/catalogs/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-11T15:47:33+00:00
docs/User Guide/data/activation/catalogs/selections/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/catalogs/selections/index.md,df9d4473871788dfeecae5a5b412a0e239d3c5c8,braze_user_guide_md/docs/User Guide/data/activation/catalogs/selections/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-22T15:26:12+00:00
docs/User Guide/data/activation/catalogs/use/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/catalogs/use/index.md,5e0bd513d14dc1bd3471e6d588cd657c2f35696e,braze_user_guide_md/docs/User Guide/data/activation/catalogs/use/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-06-01T20:59:31+00:00
docs/User Guide/data/activation/custom_data/blocklist_custom_data/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/custom_data/blocklist_custom_data/index.md,771707604788c04ea2871a190192700958f272de,braze_user_guide_md/docs/User Guide/data/activation/custom_data/blocklist_custom_data/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-27T16:20:14+00:00
docs/User Guide/data/activation/custom_data/data_types/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/custom_data/data_types/index.md,bcccdf50410a461c5b305472b91cc832cc22271e,braze_user_guide_md/docs/User Guide/data/activation/custom_data/data_types/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-22T17:56:28+00:00
docs/User Guide/data/activation/custom_data/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/custom_data/index.md,60260f5bf073ded0929b9f1519d52f93df475479,braze_user_guide_md/docs/User Guide/data/activation/custom_data/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/data/activation/custom_data/managing_custom_data/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/custom_data/managing_custom_data/index.md,263219348638484baed0ba2d5c0871c6f3fc4d4a,braze_user_guide_md/docs/User Guide/data/activation/custom_data/managing_custom_data/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-06-01T20:59:31+00:00
docs/User Guide/data/activation/events/custom_events/custom_event_properties/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/custom_events/custom_event_properties/index.md,313e948537612bc6fdeaafc5db9dc8c44e4c5fc3,braze_user_guide_md/docs/User Guide/data/activation/events/custom_events/custom_event_properties/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-18T23:02:17+00:00
docs/User Guide/data/activation/events/custom_events/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/custom_events/index.md,f4ec1a03873273fd85b71ef861ca99a86d481c43,braze_user_guide_md/docs/User Guide/data/activation/events/custom_events/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-06-01T20:59:31+00:00
docs/User Guide/data/activation/events/custom_events/nested_objects/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/custom_events/nested_objects/index.md,8cebd2dd5095b361a48ec539ad9de1d53809ac98,braze_user_guide_md/docs/User Guide/data/activation/events/custom_events/nested_objects/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/data/activation/events/event_naming_conventions/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/event_naming_conventions/index.md,31e20c5555d86dda0f2ff5df22cc2af5ff2bdc25,braze_user_guide_md/docs/User Guide/data/activation/events/event_naming_conventions/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/data/activation/events/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/index.md,71475c3f2379d0277a6df5e3ee7f659031b6fb64,braze_user_guide_md/docs/User Guide/data/activation/events/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/data/activation/events/purchase_events/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/purchase_events/index.md,7584d7165a436d5ac4f57e2c66a3befb473cafba,braze_user_guide_md/docs/User Guide/data/activation/events/purchase_events/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-20T17:37:14+00:00
docs/User Guide/data/activation/events/recommended_events/ecommerce_events/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/recommended_events/ecommerce_events/index.md,ecbd121431dc969122b9452c8d5700ea57761880,braze_user_guide_md/docs/User Guide/data/activation/events/recommended_events/ecommerce_events/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-21T23:24:57+00:00
docs/User Guide/data/activation/events/recommended_events/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/events/recommended_events/index.md,5dbe84326c8c287a10b07219a30b3468ce439791,braze_user_guide_md/docs/User Guide/data/activation/events/recommended_events/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-06-04T18:33:00+00:00
docs/User Guide/data/activation/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/data/activation/index.md,71475c3f2379d0277a6df5e3ee7f659031b6fb64,braze_user_guide_md/docs/User Guide/data/activation/index.md,index.md,data,2026-06-10T11:58:16.563899+00:00,2026-05-07T01:04:48+00:00
